code,parent_code,level,name,description,default_unit
M_Cksunf,fm,1,cake of sunflower seed (market for),"cake of sunflower seed, (market for)",tonnes
M_Clovs,fm,1,cloves (market for),"cloves, (market for)",tonnes
M_Coco_but,fm,1,cocoa butter (market for),"cocoa butter, (market for)",tonnes
M_Coco_husk,fm,1,cocoa husks and shells (market for),"cocoa husks and shells, (market for)",tonnes
M_Coco_pas,fm,1,cocoa paste (market for),"cocoa paste, (market for)",tonnes
M_Coco_pow,fm,1,cocoa powder and cake (market for),"cocoa powder and cake, (market for)",tonnes
M_Cocoa,fm,1,cocoa beans (market for),"cocoa beans, (market for)",tonnes
M_Cocod,fm,1,"coconuts, desiccated (market for)","coconuts, desiccated, (market for)",tonnes
M_Cocon,fm,1,coconuts (market for),"coconuts, (market for)",tonnes
M_Coff_ext,fm,1,coffee extracts (market for),"coffee extracts, (market for)",tonnes
M_Coff_sub,fm,1,coffee substitutes (market for),"coffee substitutes, (market for)",tonnes
M_Coffe_roas,fm,1,"coffee, roasted (market for)","coffee, roasted, (market for)",tonnes
M_Coffn,fm,1,coffee green (market for),"coffee green, (market for)",tonnes
M_Coirr,fm,1,coir (market for),"coir, (market for)",tonnes
M_Copra,fm,1,copra (market for),"copra, (market for)",tonnes
M_Cottd,fm,1,cottonseed (market for),"cottonseed, (market for)",tonnes
M_Cotton,fm,1,cotton lint (market for),"cotton lint, (market for)",tonnes
M_Cowpea,fm,1,"cow peas, dry (market for)","cow peas, dry, (market for)",tonnes
M_Crans,fm,1,cranberries (market for),"cranberries, (market for)",tonnes
M_Creah,fm,1,"cream, fresh (market for)","cream, fresh, (market for)",tonnes
M_Cucus,fm,1,cucumbers and gherkins (market for),"cucumbers and gherkins, (market for)",tonnes
M_Currs,fm,1,currants (market for),"currants, (market for)",tonnes
M_DE_INCI,fm,1,incineration with energy recovery of discarded equipment (market for),"incineration with energy recovery of discarded equipment, (market for)",tonnes
M_DE_INCI_no_recov,fm,1,incineration without energy recovery of discarded equipment (market for),"incineration without energy recovery of discarded equipment, (market for)",tonnes
M_DE_LAND,fm,1,landfill of discarded equipment (market for),"landfill of discarded equipment, (market for)",tonnes
M_DE_OTHE,fm,1,other disposal of discarded equipment (market for),"other disposal of discarded equipment, (market for)",tonnes
M_DE_RECY,fm,1,recycling of discarded equipment (market for),"recycling of discarded equipment, (market for)",tonnes
M_DOIL,fm,1,gas/diesel oil (market for),"gas/diesel oil, (market for)",tonnes
M_DV_INCI,fm,1,incineration with energy recovery of discarded vehicles (market for),"incineration with energy recovery of discarded vehicles, (market for)",tonnes
M_DV_LAND,fm,1,landfill of discarded vehicles (market for),"landfill of discarded vehicles, (market for)",tonnes
M_DV_RECY,fm,1,recycling of discarded vehicles (market for),"recycling of discarded vehicles, (market for)",tonnes
M_Dates,fm,1,dates (market for),"dates, (market for)",tonnes
M_EDUC,fm,1,education services (market for),"education services, (market for)",Meuro
M_ELMA,fm,1,electrical machinery and apparatus n.e.c. (market for),"electrical machinery and apparatus n.e.c., (market for)",tonnes
M_ETHA,fm,1,ethane (market for),"ethane, (market for)",tonnes
M_Eggpl,fm,1,eggplants (market for),"eggplants, (market for)",tonnes
M_Eggsl,fm,1,"eggs, hen, in shell (market for)","eggs, hen, in shell, (market for)",tonnes
M_FAUX,fm,1,services auxiliary to financial intermediation (market for),"services auxiliary to financial intermediation, (market for)",Meuro
M_FINS,fm,1,"insurance and pension funding services, except compulsory social security services (market for)","insurance and pension funding services, except compulsory social security services, (market for)",Meuro
M_FINT,fm,1,"financial intermediation services, except insurance and pension funding services (market for)","financial intermediation services, except insurance and pension funding services, (market for)",Meuro
M_FISH,fm,1,fish and other fishing products; services incidental of fishing (market for),"fish and other fishing products; services incidental of fishing, (market for)",tonnes
M_FOIL,fm,1,heavy fuel oil (market for),"heavy fuel oil, (market for)",tonnes
M_FOOD_w_water,fm,1,waste water treatment of food (market for),"waste water treatment of food, (market for)",tonnes
M_FORE,fm,1,"products of forestry, logging and related services (market for)","products of forestry, logging and related services, (market for)",tonnes
M_FO_OTHE,fm,1,other disposal of food (market for),"other disposal of food, (market for)",tonnes
M_FO_RECY,fm,1,recycling of food (market for),"recycling of food, (market for)",tonnes
M_FSHP,fm,1,fish products (market for),"fish products, (market for)",tonnes
M_FURN,fm,1,furniture; other manufactured goods n.e.c. (market for),"furniture; other manufactured goods n.e.c., (market for)",tonnes
M_Fat_ac,fm,1,fatty acids (market for),"fatty acids, (market for)",tonnes
M_Fat_live,fm,1,fatty liver preparations (market for),"fatty liver preparations, (market for)",tonnes
M_Fat_nes,fm,1,fat preparations nes (market for),"fat preparations nes, (market for)",tonnes
M_Fat_poul,fm,1,fat of poultry (market for),"fat of poultry, (market for)",tonnes
M_Fat_poul_ren,fm,1,"fat of poultry, rendered (market for)","fat of poultry, rendered, (market for)",tonnes
M_Fat_sub,fm,1,residues of fatty substances (market for),"residues of fatty substances, (market for)",tonnes
M_Feedn,fm,1,"feed and meal, gluten, (market for)","feed and meal, gluten, (market for)",tonnes
M_Figsd,fm,1,"figs, dried (market for)","figs, dried, (market for)",tonnes
M_Figss,fm,1,figs (market for),"figs, (market for)",tonnes
M_Flaxw,fm,1,flax fibre and tow (market for),"flax fibre and tow, (market for)",tonnes
M_Flour_barl,fm,1,barley flour and grits (market for),"barley flour and grits, (market for)",tonnes
M_Flour_buck,fm,1,flour of buckwheat (market for),"flour of buckwheat, (market for)",tonnes
M_Flour_cass,fm,1,flour of cassava (market for),"flour of cassava, (market for)",tonnes
M_Flour_foni,fm,1,flour of fonio (market for),"flour of fonio, (market for)",tonnes
M_Flour_frui,fm,1,flour of fruits (market for),"flour of fruits, (market for)",tonnes
M_Flour_maiz,fm,1,flour of maize (market for),"flour of maize, (market for)",tonnes
M_Flour_mill,fm,1,flour of millet (market for),"flour of millet, (market for)",tonnes
M_Flour_mixe,fm,1,flour of mixed grain (market for),"flour of mixed grain, (market for)",tonnes
M_Flour_must,fm,1,flour of mustard seed (market for),"flour of mustard seed, (market for)",tonnes
M_Flour_nes,fm,1,food preparations not else specified (market for),"food preparations not else specified, (market for)",tonnes
M_Flour_pota,fm,1,flour of potatoes (market for),"flour of potatoes, (market for)",tonnes
M_Flour_puls,fm,1,flour of pulses (market for),"flour of pulses, (market for)",tonnes
M_Flour_rice,fm,1,flour of rice (market for),"flour of rice, (market for)",tonnes
M_Flour_root,fm,1,flour of roots and tubers nes (market for),"flour of roots and tubers nes, (market for)",tonnes
M_Flour_rye,fm,1,flour of rye (market for),"flour of rye, (market for)",tonnes
M_Flour_sorg,fm,1,flour of sorghum (market for),"flour of sorghum, (market for)",tonnes
M_Flour_trit,fm,1,flour of triticale (market for),"flour of triticale, (market for)",tonnes
M_Fonio,fm,1,fonio (market for),"fonio, (market for)",tonnes
M_Frucr,fm,1,other fructose and syrup (market for),"other fructose and syrup, (market for)",tonnes
M_Frudry,fm,1,"fruit, dried nes (market for)","fruit, dried nes, (market for)",tonnes
M_Fruhom,fm,1,"homogenized cooked fruit, prepared (market for)","homogenized cooked fruit, prepared, (market for)",tonnes
M_Fruprep,fm,1,"fruit, prepared nes (market for)","fruit, prepared nes, (market for)",tonnes
M_GARM,fm,1,wearing apparel; furs (market for),"wearing apparel; furs, (market for)",tonnes
M_GASD,fm,1,distribution services of gaseous fuels through mains (excl the gas) (market for),"distribution services of gaseous fuels through mains (excl the gas), (market for)",Meuro
M_GASE,fm,1,natural gas extraction (market for),"natural gas extraction, (market for)",tonnes
M_GASL,fm,1,natural gas liquids (market for),"natural gas liquids, (market for)",tonnes
M_GCOK,fm,1,gas coke (market for),"gas coke, (market for)",tonnes
M_GJET,fm,1,gasoline type jet fuel (market for),"gasoline type jet fuel, (market for)",tonnes
M_GLAS,fm,1,glass and glass products (market for),"glass and glass products, (market for)",tonnes
M_GLAS_01_RES,fm,1,"glass and glass products - residual, (market for)","glass and glass products - residual, (market for)",tonnes
M_GLAS_reuse,fm,1,collection of glass bottles service (market for),"collection of glass bottles service, (market for)",tonnes
M_GLAW,fm,1,recycling of glass (market for),"recycling of glass, (market for)",tonnes
M_GL_INCI,fm,1,incineration with energy recovery of glass (market for),"incineration with energy recovery of glass, (market for)",tonnes
M_GL_INCI_no_recov,fm,1,incineration without energy recovery of glass (market for),"incineration without energy recovery of glass, (market for)",tonnes
M_GL_LAND,fm,1,landfill of glass (market for),"landfill of glass, (market for)",tonnes
M_Garlc,fm,1,garlic (market for),"garlic, (market for)",tonnes
M_Germe,fm,1,germ of maize (market for),"germ of maize, (market for)",tonnes
M_Germt,fm,1,germ of wheat (market for),"germ of wheat, (market for)",tonnes
M_Ghee_buff,fm,1,"ghee, from buffalo milk (market for)","ghee, from buffalo milk, (market for)",tonnes
M_Ghee_cow,fm,1,ghee from cow milk (market for),"ghee from cow milk, (market for)",tonnes
M_Gingr,fm,1,ginger (market for),"ginger, (market for)",tonnes
M_Gluce,fm,1,glucose and dextrose (market for),"glucose and dextrose, (market for)",tonnes
M_Gluten_mais,fm,1,maize gluten (market for),"maize gluten, (market for)",tonnes
M_Gluten_rice,fm,1,"rice, gluten (market for)","rice, gluten, (market for)",tonnes
M_Gluten_wht,fm,1,wheat gluten (market for),"wheat gluten, (market for)",tonnes
M_Goameat,fm,1,meat from goat (live) (market for),"meat from goat (live), (market for)",tonnes
M_Gooss,fm,1,gooseberries (market for),"gooseberries, (market for)",tonnes
M_Graid,fm,1,mixed grain (market for),"mixed grain, (market for)",tonnes
M_Grapf,fm,1,grapefruit and pomelo (market for),"grapefruit and pomelo, (market for)",tonnes
M_Graps,fm,1,grapes (market for),"grapes, (market for)",tonnes
M_Grapt,fm,1,must of grape (market for),"must of grape, (market for)",tonnes
M_Grou_prep,fm,1,prepared groundnuts (market for),"prepared groundnuts, (market for)",tonnes
M_Grou_shld,fm,1,"groundnuts, without shell (market for)","groundnuts, without shell, (market for)",tonnes
M_Groul,fm,1,"groundnuts, in shell (market for)","groundnuts, in shell, (market for)",tonnes
M_HA_INCI,fm,1,incineration with energy recovery of hazardous waste (market for),"incineration with energy recovery of hazardous waste, (market for)",tonnes
M_HA_INCI_no_recov,fm,1,incineration without energy recovery of hazardous waste (market for),"incineration without energy recovery of hazardous waste, (market for)",tonnes
M_HA_LAND,fm,1,landfill of hazardous waste (market for),"landfill of hazardous waste, (market for)",tonnes
M_HA_OTHE,fm,1,other disposal of hazardous waste (market for),"other disposal of hazardous waste, (market for)",tonnes
M_HA_RECY,fm,1,recycling of hazardous waste (market for),"recycling of hazardous waste, (market for)",tonnes
M_HEAL,fm,1,health and social work services (market for),"health and social work services, (market for)",Meuro
M_HORE,fm,1,hotel and restaurant services (market for),"hotel and restaurant services, (market for)",Meuro
M_HWAT,fm,1,heat (steam and hot water) from heat production (market for),"heat (steam and hot water) from heat production, (market for)",TJ
M_Haze_shld,fm,1,"hazelnuts, without shell (market for)","hazelnuts, without shell, (market for)",tonnes
M_Hazel,fm,1,"hazelnuts, in shell (market for)","hazelnuts, in shell, (market for)",tonnes
M_Hemp,fm,1,hemp fibre and tow (market for),"hemp fibre and tow, (market for)",tonnes
M_Hempd,fm,1,hempseed (market for),"hempseed, (market for)",tonnes
M_Honel,fm,1,honey (market for),"honey, (market for)",tonnes
M_Hops,fm,1,hops (market for),"hops, (market for)",tonnes
M_INCF,fm,1,incineration with energy recovery of food (market for),"incineration with energy recovery of food, (market for)",tonnes
M_INCF_no_recov,fm,1,incineration without energy recovery of food (market for),"incineration without energy recovery of food, (market for)",tonnes
M_INCL,fm,1,incineration with energy recovery of plastic/rubber (market for),"incineration with energy recovery of plastic/rubber, (market for)",tonnes
M_INCL_no_recov,fm,1,incineration without energy recovery of plastic and rubber (market for),"incineration without energy recovery of plastic and rubber, (market for)",tonnes
M_INCP,fm,1,incineration with energy recovery of paper (market for),"incineration with energy recovery of paper, (market for)",tonnes
M_INCP_no_recov,fm,1,incineration without energy recovery of paper (market for),"incineration without energy recovery of paper, (market for)",tonnes
M_INCW,fm,1,incineration with energy recovery of wood (market for),"incineration with energy recovery of wood, (market for)",tonnes
M_INCW_no_recovery,fm,1,incineration without energy recovery of wood waste (market for),"incineration without energy recovery of wood waste, (market for)",tonnes
M_IRON,fm,1,iron ores (market for),"iron ores, (market for)",tonnes
M_Ice e,fm,1,ice cream and edible ice (market for),"ice cream and edible ice, (market for)",tonnes
M_Isoge,fm,1,isoglucose (market for),"isoglucose, (market for)",tonnes
M_JAR_GLS,fm,1,"small jar, glass, (market for)","small jar, glass, (market for)",tonnes
M_Jojod,fm,1,jojoba seeds (market for),"jojoba seeds, (market for)",tonnes
M_Juice_appl,fm,1,apple juice (market for),"apple juice, (market for)",tonnes
M_Juice_appl_con,fm,1,"apple juice, concentrated (market for)","apple juice, concentrated, (market for)",tonnes
M_Juice_frui,fm,1,juice of fruits nes (market for),"juice of fruits nes, (market for)",tonnes
M_Juice_grapef,fm,1,"grapefruit juice, concentrated (market for)","grapefruit juice, concentrated, (market for)",tonnes
M_Juice_grapes,fm,1,juice of grape (market for),"juice of grape, (market for)",tonnes
M_Juice_grapfrt,fm,1,juice of grapefruit (market for),"juice of grapefruit, (market for)",tonnes
M_Juice_lemo,fm,1,juice of lemon (market for),"juice of lemon, (market for)",tonnes
M_Juice_lemo_con,fm,1,"lemon juice, concentrated (market for)","lemon juice, concentrated, (market for)",tonnes
M_Juice_mang,fm,1,juice of mango (market for),"juice of mango, (market for)",tonnes
M_Juice_oran,fm,1,juice of orange (market for),"juice of orange, (market for)",tonnes
M_Juice_oran_con,fm,1,"orange juice, concentrated (market for)","orange juice, concentrated, (market for)",tonnes
M_Juice_pine,fm,1,juice of pineapples (market for),"juice of pineapples, (market for)",tonnes
M_Juice_pine_con,fm,1,"juice of pineapples, concentrated (market for)","juice of pineapples, concentrated, (market for)",tonnes
M_Juice_tang,fm,1,"juice of tangerine, mandarin and clementin (market for)","juice of tangerine, mandarin and clementin, (market for)",tonnes
M_Juice_toma,fm,1,juice of tomatoes (market for),"juice of tomatoes, (market for)",tonnes
M_Juice_vege,fm,1,"juice of vegetables, not else specified (market for)","juice of vegetables, not else specified (market for)",tonnes
M_Jute,fm,1,jute (market for),"jute, (market for)",tonnes
M_K2Ofert,fm,1,"potassium (k) fertilizer, (market for)","potassium (k) fertilizer, (market for)",tonnes
M_KERO,fm,1,kerosene (market for),"kerosene, (market for)",tonnes
M_KJET,fm,1,kerosene type jet fuel (market for),"kerosene type jet fuel, (market for)",tonnes
M_Kapod,fm,1,"kapokseed, without shell (market for)","kapokseed, without shell, (market for)",tonnes
M_Kapol,fm,1,"kapokseed, in shell (market for)","kapokseed, in shell, (market for)",tonnes
M_Kari,fm,1,karite nuts (sheanuts) (market for),"karite nuts (sheanuts), (market for)",tonnes
M_Kfert,fm,1,k fertilizer (market for),"k fertilizer, (market for)",tonnes
M_Kiwi,fm,1,kiwi fruit (market for),"kiwi fruit, (market for)",tonnes
M_Kola,fm,1,kolanuts (market for),"kolanuts, (market for)",tonnes
M_LANF,fm,1,landfill of food (market for),"landfill of food, (market for)",tonnes
M_LANL,fm,1,landfill of plastic and rubber (market for),"landfill of plastic and rubber, (market for)",tonnes
M_LANP,fm,1,landfill of paper (market for),"landfill of paper, (market for)",tonnes
M_LANW,fm,1,landfill of wood (market for),"landfill of wood, (market for)",tonnes
M_LETH,fm,1,leather and leather products (market for),"leather and leather products, (market for)",tonnes
M_LIBC,fm,1,lignite/brown coal (market for),"lignite/brown coal, (market for)",tonnes
M_LPGA,fm,1,liquefied petroleum gases (lpg) (market for),"liquefied petroleum gases (lpg), (market for)",tonnes
M_LUBR,fm,1,lubricants (market for),"lubricants, (market for)",tonnes
M_LZTO,fm,1,"lead, zinc and tin ores and concentrates (market for)","lead, zinc and tin ores and concentrates, (market for)",tonnes
M_LZTP,fm,1,"lead, zinc and tin and products thereof (market for)","lead, zinc and tin and products thereof, (market for)",tonnes
M_LZTW,fm,1,"recycling of lead, zinc and tin (market for)","recycling of lead, zinc and tin, (market for)",tonnes
M_LZT_INCI,fm,1,"incineration with energy recovery of lead, zinc and tin (market for)","incineration with energy recovery of lead, zinc and tin, (market for)",tonnes
M_LZT_LAND,fm,1,"landfill of lead, zinc and tin (market for)","landfill of lead, zinc and tin, (market for)",tonnes
M_Lacte,fm,1,lactose (market for),"lactose, (market for)",tonnes
M_Lard,fm,1,lard (market for),"lard, (market for)",tonnes
M_Lardl,fm,1,lard stearine and lard oil (market for),"lard stearine and lard oil, (market for)",tonnes
M_Leeks,fm,1,leeks and other alliaceous vegetables (market for),leeks and other alliaceous vegetables (market for),tonnes
M_Lemos,fm,1,lemons and limes (market for),"lemons and limes, (market for)",tonnes
M_Lents,fm,1,"lentils, dry (market for)","lentils, dry, (market for)",tonnes
M_Letty,fm,1,lettuce and chicory (market for),"lettuce and chicory, (market for)",tonnes
M_Linsd,fm,1,linseed (market for),"linseed, (market for)",tonnes
M_Live_prep,fm,1,liver preparation (market for),liver preparation (market for),tonnes
M_Lupis,fm,1,lupins (market for),"lupins, (market for)",tonnes
M_MACH,fm,1,machinery and equipment n.e.c. (market for),"machinery and equipment n.e.c., (market for)",tonnes
M_MANC,fm,1,land application of manure(market for),land application of manure(market for),tonnes
M_MARE,fm,1,renting services of machinery and equipment without operator and of personal and household goods (market for),"renting services of machinery and equipment without operator and of personal and household goods, (market for)",Meuro
M_MA_INCI,fm,1,incineration with energy recovery of manure (market for),"incineration with energy recovery of manure, (market for)",tonnes
M_MA_INCI_no_recov,fm,1,incineration without energy recovery of manure (market for),"incineration without energy recovery of manure, (market for)",tonnes
M_MA_LAND,fm,1,landfill of manure (market for),"landfill of manure, (market for)",tonnes
M_MA_OTHE,fm,1,other disposal of manure (market for),"other disposal of manure, (market for)",tonnes
M_MA_RECY,fm,1,recycling of manure (market for),"recycling of manure, (market for)",tonnes
M_MDIA,fm,1,printed matter and recorded media (market for),"printed matter and recorded media, (market for)",tonnes
M_MEIN,fm,1,"medical, precision and optical instruments, watches and clocks (market for)","medical, precision and optical instruments, watches and clocks, (market for)",tonnes
M_METC,fm,1,foundry work services (market for),"foundry work services, (market for)",tonnes
M_MGSL,fm,1,motor gasoline (market for),"motor gasoline, (market for)",tonnes
M_MGWG,fm,1,gas works gas (incl the gas) (market for),"gas works gas (incl the gas), (market for)",tonnes
M_MM_INCI,fm,1,incineration with energy recovery of mix metals(market for),incineration with energy recovery of mix metals(market for),tonnes
M_MM_INCI_no_recov,fm,1,incineration without energy recovery of mix metals(market for),incineration without energy recovery of mix metals(market for),tonnes
M_MM_LAND,fm,1,landfill of mix metals(market for),landfill of mix metals(market for),tonnes
M_MM_OTHE,fm,1,other disposal of mix metals(market for),other disposal of mix metals(market for),tonnes
M_MM_RECY,fm,1,recycling of mix metals(market for),recycling of mix metals(market for),tonnes
M_MNF_INCI,fm,1,incineration with energy recovery of mix of non-ferrous metals (market for),"incineration with energy recovery of mix of non-ferrous metals, (market for)",tonnes
M_MNF_INCI_no_recov,fm,1,incineration without energy recovery of mix of non-ferrous metals (market for),"incineration without energy recovery of mix of non-ferrous metals, (market for)",tonnes
M_MNF_LAND,fm,1,landfill of mix of non-ferrous metals (market for),"landfill of mix of non-ferrous metals, (market for)",tonnes
M_MNF_OTHE,fm,1,other disposal of mix of non-ferrous metals (market for),"other disposal of mix of non-ferrous metals, (market for)",tonnes
M_MNF_RECY,fm,1,recycling of mix of non-ferrous metals (market for),"recycling of mix of non-ferrous metals, (market for)",tonnes
M_Macai,fm,1,macaroni (market for),"macaroni, (market for)",tonnes
M_Maize,fm,1,maize (market for),"maize, (market for)",tonnes
M_Maizn,fm,1,green corn (maize) (market for),"green corn (maize), (market for)",tonnes
M_Malt_ext,fm,1,malt extract (market for),"malt extract, (market for)",tonnes
M_Maltt,fm,1,malt (market for),"malt, (market for)",tonnes
M_Mangp,fm,1,mango pulp (market for),"mango pulp, (market for)",tonnes
M_Mangs,fm,1,mangoes (market for),"mangoes, (market for)",tonnes
M_Manila,fm,1,"abaca manila hemp, (market for)","abaca manila hemp, (market for)",tonnes
M_Margd,fm,1,liquid margarine (market for),"liquid margarine, (market for)",tonnes
M_Margt,fm,1,margarine and shortening (market for),"margarine and shortening, (market for)",tonnes
M_Mate,fm,1,mate (market for),"mate, (market for)",tonnes
M_Meat_ass,fm,1,meat of asses (market for),"meat of asses, (market for)",tonnes
M_Meat_beef,fm,1,beef meat as carcass (market for),"beef meat as carcass, (market for)",tonnes
M_Meat_buff,fm,1,"buffalo meat as carcass, global mix (market for)","buffalo meat as carcass, global mix, (market for)",tonnes
M_Meat_chic,fm,1,chicken meat (market for),"chicken meat, (market for)",tonnes
M_Meat_drie,fm,1,"meat, dried nes (market for)","meat, dried nes, (market for)",tonnes
M_Meat_duck,fm,1,duck meat (market for),"duck meat, (market for)",tonnes
M_Meat_extr,fm,1,meat extracts (market for),"meat extracts, (market for)",tonnes
M_Meat_game,fm,1,game meat (market for),"game meat, (market for)",tonnes
M_Meat_goat,fm,1,goat meat as carcass (market for),"goat meat as carcass, (market for)",tonnes
M_Meat_goos,fm,1,goose meat (market for),"goose meat, (market for)",tonnes
M_Meat_homo,fm,1,homogenized meat preparations (market for),"homogenized meat preparations, (market for)",tonnes
M_Meat_hors,fm,1,horse meat (market for),"horse meat, (market for)",tonnes
M_Meat_mule,fm,1,meat of mules (market for),"meat of mules, (market for)",tonnes
M_Meat_nes,fm,1,"meat, prepared nes (market for)","meat, prepared nes, (market for)",tonnes
M_Meat_ocAM,fm,1,meat of other domestic camelids (market for),"meat of other domestic camelids, (market for)",tonnes
M_Meat_pig,fm,1,pig meat as carcass (market for),"pig meat as carcass, (market for)",tonnes
M_Meat_prnes,fm,1,meat nes (market for),"meat nes, (market for)",tonnes
M_Meat_rabb,fm,1,rabbit meat (market for),"rabbit meat, (market for)",tonnes
M_Meat_shee,fm,1,meat of sheep (market for),"meat of sheep, (market for)",tonnes
M_Meat_turk,fm,1,turkey meat (market for),"turkey meat, (market for)",tonnes
M_Melon,fm,1,"melons, cantaloupes (market for)","melons, cantaloupes, (market for)",tonnes
M_Melonse,fm,1,melonseed (market for),"melonseed, (market for)",tonnes
M_Milk_dry,fm,1,"milk, dry buttermilk (market for)","milk, dry buttermilk, (market for)",
M_Milk_prod,fm,1,"products of natural milk constitue, nes (market for)","products of natural milk constitue, nes, (market for)",tonnes
M_Milk_skim_dried,fm,1,dry skim cow milk (market for),"dry skim cow milk, (market for)",tonnes
M_Millt,fm,1,millet (market for),"millet, (market for)",tonnes
M_Mixes,fm,1,mixes and doughs (market for),"mixes and doughs, (market for)",tonnes
M_Molas,fm,1,molasses (market for),"molasses, (market for)",tonnes
M_Mush_can,fm,1,canned mushrooms (market for),"canned mushrooms, (market for)",tonnes
M_Mush_dry,fm,1,dried mushrooms (market for),"dried mushrooms, (market for)",tonnes
M_Mushs,fm,1,mushrooms (market for),"mushrooms, (market for)",tonnes
M_Mustd,fm,1,mustard seed (market for),"mustard seed, (market for)",tonnes
M_NAPT,fm,1,naphtha (market for),"naphtha, (market for)",tonnes
M_NIKO,fm,1,nickel ores and concentrates (market for),"nickel ores and concentrates, (market for)",tonnes
M_NK_fert,fm,1,other nk compounds (market for),"other nk compounds, (market for)",tonnes
M_NPK,fm,1,npk fertilizer (market for),"npk fertilizer, (market for)",tonnes
M_NP_fert,fm,1,np fertilizer (market for),"np fertilizer, (market for)",tonnes
M_NSPP,fm,1,non-specified petroleum products (market for),"non-specified petroleum products, (market for)",tonnes
M_NUCF,fm,1,nuclear fuel (market for),"nuclear fuel, (market for)",TJ
M_N_AmmNit,fm,1,"ammonium nitrate, (market for)","ammonium nitrate, (market for)",tonnes
M_N_AmmSol,fm,1,ammonium sulphate (market for),"ammonium sulphate, (market for)",tonnes
M_N_CaAmNit,fm,1,calcium ammonium nitrate (can) and other mixtures with calcium carbonate (market for),"calcium ammonium nitrate (can) and other mixtures with calcium carbonate, (market for)",tonnes
M_N_solution,fm,1,nitrogen solutions (market for),"nitrogen solutions, (market for)",tonnes
M_N_urea,fm,1,urea (market for),"urea, (market for)",tonnes
M_Nfert,fm,1,n fertilizer (market for),"n fertilizer, (market for)",tonnes
M_Nutms,fm,1,"nutmeg, mace, cardamoms (market for)","nutmeg, mace, cardamoms, (market for)",tonnes
M_Nuts,fm,1,prepared nuts (market for),"prepared nuts, (market for)",tonnes
M_Nutss,fm,1,nuts nes (market for),"nuts nes, (market for)",tonnes
M_OBUS,fm,1,other business services (market for),"other business services, (market for)",Meuro
M_OFMA,fm,1,office machinery and computers (market for),"office machinery and computers, (market for)",tonnes
M_OGPL,fm,1,"hydrocarbons, other (market for)","hydrocarbons, other, (market for)",tonnes
M_ONFM,fm,1,other non-ferrous metal products (market for),"other non-ferrous metal products, (market for)",tonnes
M_ONFW,fm,1,recycling of other non-ferrous metals (market for),"recycling of other non-ferrous metals, (market for)",tonnes
M_ONF_INCI,fm,1,incineration with energy recovery of other non-ferrous metals (market for),"incineration with energy recovery of other non-ferrous metals, (market for)",tonnes
M_ONF_LAND,fm,1,landfill of other non-ferrous metals (market for),"landfill of other non-ferrous metals, (market for)",tonnes
M_ONMM,fm,1,other non-metallic mineral products (market for),"other non-metallic mineral products, (market for)",tonnes
M_ORAN,fm,1,uranium and thorium ores (market for),"uranium and thorium ores, (market for)",tonnes
M_ORGA,fm,1,"membership organisation services n.e.c., (market for)","membership organisation services n.e.c., (market for)",Meuro
M_OSER,fm,1,"other services (e.g. spiritualists, dating services, shoe shiners, porters), (market for)","other services (e.g. spiritualists, dating services, shoe shiners, porters), (market for)",Meuro
M_OTBC,fm,1,other bituminous coal (market for),"other bituminous coal, (market for)",tonnes
M_Oatsd,fm,1,"oats, rolled (market for)","oats, rolled, (market for)",tonnes
M_Oatss,fm,1,oats (market for),"oats, (market for)",tonnes
M_Offa_chick,fm,1,offals and liver of chickens (market for),"offals and liver of chickens, (market for)",tonnes
M_Offa_duck,fm,1,offals and liver of ducks (market for),"offals and liver of ducks, (market for)",tonnes
M_Offa_geese,fm,1,offals and liver of geese (market for),"offals and liver of geese, (market for)",tonnes
M_Offa_turkey,fm,1,offals and liver of turkey (market for),"offals and liver of turkey, (market for)",tonnes
M_Offas_buff,fm,1,"offals of buffalo, edible (market for)","offals of buffalo, edible, (market for)",tonnes
M_Offas_came,fm,1,"offals of camels, edibles (market for)","offals of camels, edibles, (market for)",tonnes
M_Offas_hors,fm,1,offals of horses (market for),"offals of horses, (market for)",tonnes
M_Oil_coco,fm,1,oil of coconuts (market for),"oil of coconuts, (market for)",tonnes
M_Oil_cott,fm,1,oil of cottonseed (market for),"oil of cottonseed, (market for)",tonnes
M_Oil_grou,fm,1,oil of groundnuts (market for),"oil of groundnuts, (market for)",tonnes
M_Oil_hemp,fm,1,oil of hempseed (market for),"oil of hempseed, (market for)",tonnes
M_Oil_hydr,fm,1,hydrogenated oils and fats (market for),"hydrogenated oils and fats, (market for)",tonnes
M_Oil_kapo,fm,1,oil of kapok (market for),"oil of kapok, (market for)",tonnes
M_Oil_lins,fm,1,oil of linseed (market for),"oil of linseed, (market for)",tonnes
M_Oil_maiz,fm,1,oil of maize (market for),"oil of maize, (market for)",tonnes
M_Oil_must,fm,1,oil of mustard seed (market for),"oil of mustard seed, (market for)",tonnes
M_Oil_olive,fm,1,"oil of olives, virgin (market for)","oil of olives, virgin, (market for)",tonnes
M_Oil_olivres,fm,1,oil of olive residues (market for),"oil of olive residues, (market for)",tonnes
M_Oil_pal_ker,fm,1,oil of palm kernel (market for),"oil of palm kernel, (market for)",tonnes
M_Oil_palm,fm,1,oil of palm (market for),"oil of palm, (market for)",tonnes
M_Oil_popp,fm,1,oil of poppy seed (market for),"oil of poppy seed, (market for)",tonnes
